Date,UUP
2010-09-10,20.721399331377693
2010-09-13,20.52917395665368
2010-09-14,20.403904418093205
2010-09-15,20.406064163273243
2010-09-16,20.343429113405932
2010-09-17,20.3628666934008
2010-09-20,20.358548010473182
2010-09-21,20.1987199876913
2010-09-22,19.976256645656054
2010-09-23,20.03025331254794
2010-09-24,19.872587545630456
2010-09-27,19.868268206752873
2010-09-28,19.82938980066349
2010-09-29,19.734354366666956
2010-09-30,19.719236043814007
2010-10-01,19.593968513747225
2010-10-04,19.64148678838803
2010-10-05,19.50541837605992
2010-10-06,19.42550305417779
2010-10-07,19.386623908228312
2010-10-08,19.36718477597757
2010-10-11,19.39310580956205
2010-10-12,19.416862708546724
2010-10-13,19.330469051222032
2010-10-14,19.205199055744668
2010-10-15,19.237596695317087
2010-10-18,19.311032768506504
2010-10-19,19.570210737977515
2010-10-20,19.41038456646704
2010-10-21,19.360705006582073
2010-10-22,19.399581990443426
2010-10-25,19.29591069128323
